mid,name,director,scriptwriter,mainPlayers,categories,productCountry,tags,ratingCount,star5,star4,star3,star2,star1,language
10434583,我为喜剧狂 第六季 30 Rock Season 6,,蒂娜·菲,蒂娜·菲 Tina Fey,喜剧;,美国;,美剧;喜剧;NBC;2012;美国;30rock;电视剧;sitcom;,354.0,46.6,39.3,13.0,0.6,0.6, 英语
10438503,穆桂英挂帅,宫晓东,张建广,苗圃,动作;爱情;古装;,中国大陆;,国产电视剧;电视剧;苗圃;古装;罗晋;大陆;中国;穆桂英挂帅;,861.0,7.3,12.8,23.8,20.1,36.0, 汉语普通话
10443393,如果还有明天 第三季 The Big C Season 3,Michael Engler,Darlene Hunt,劳拉·琳妮,剧情;喜剧;,美国;,美剧;Showtime;励志;2012;女性;美国;喜剧;家庭;,533.0,30.8,37.5,29.3,2.3,0.2, 英语
10537866,革命 第一季 Revolution Season 1,Jon Favreau,J·J·艾布拉姆斯,吉安卡罗·埃斯波西托,科幻;,美国;,美剧;科幻;NBC;2012;J·J·Abrams;美国;灾难;电视剧;,278.0,7.2,22.7,36.3,23.4,10.4, 英语
10569867,人人都说我爱你 Tout le monde dit je t'aime,Cécile Ducrocq,Cécile Ducrocq,Romane Barron,短片;,法国;,短片;法国;法国电影;爱情;文艺;2012法国影展;2010;法国电影展映;,316.0,10.8,44.6,40.5,4.1,0.0, 法语
10574622,人再囧途之泰囧,徐峥,徐峥,徐峥,喜剧;,中国大陆;,喜剧;徐峥;王宝强;黄渤;中国电影;搞笑;中国;大陆;,0.0,0.0,0.0,0.0,0.0,0.0, 汉语普通话
10604246,新世纪福音战士 2003重制版 新世紀エヴァンゲリオン,庵野秀明,庵野秀明,,剧情;动作;科幻;动画;,日本;,EVA;动画;日本;庵野秀明;动漫;日本动画;科幻;2003;,323.0,90.1,8.7,1.2,0.0,0.0, 日语
10606004,舌尖上的中国,陈晓卿,,,纪录片;,中国大陆;,纪录片;美食;中国;吃货;CCTV;2012;国产;吃;,56099.0,70.0,24.5,4.9,0.4,0.2, 汉语普通话
10756222,单身毒妈 第八季 Weeds Season 8,Michael Trim,杰姬·科恩,凯特·福斯特,剧情;喜剧;家庭;犯罪;,美国;,美剧;SHOWTIME;weeds;2012;美国;你终于回来啦！！！！啊啊啊啊啊啊！！！！;家庭;喜剧;,296.0,48.6,35.1,14.2,1.7,0.3, 英语
10767510,蛇蝎美人 第二季 femme fatales Season 2,Darin Scott,Darin Scott,Mark Simich,悬疑;惊悚;,美国;,美剧;情色;蛇蝎美人;2012;Cinemax;悬疑;美国;电视剧;,188.0,10.6,22.9,51.1,13.8,1.6, 英语
10772258,麦兜当当伴我心 麥兜‧噹噹伴我心,谢立文,谢立文,黄秋生,喜剧;动画;,中国大陆;香港;,麦兜;动画;香港;温情;成长;2012;童年;励志;,36960.0,36.2,43.2,17.7,2.3,0.7, 汉语普通话 / 粤语
10786089,天桥骄子 第十季 Project Runway Season 10,,,海迪·克卢姆,舞台艺术;,美国;,真人秀;ProjectRunway;美国;美剧;2012;时尚;Fashion;RealityShow;,562.0,28.8,48.8,20.3,1.8,0.4, 英语
10829449,街头之王,岳松,沈诚,岳松,剧情;动作;,中国大陆;,动作;大陆;格斗;中国电影;岳松;中国;2012;国产电影;,352.0,1.2,9.0,21.9,35.9,32.1, 英语 / 汉语普通话
11502153,黑镜 第二季 Black Mirror Season 2,,查理·布洛克,,剧情;科幻;,英国;,英剧;BBC;黑色幽默;英国;2013;电视剧;待追;科幻;,0.0,0.0,0.0,0.0,0.0,0.0, 英语
11527458,超能少年 第四季 Misfits Season 4,Nirpal Bhogal,,约瑟夫·吉尔根,剧情;喜剧;奇幻;,英国;,英剧;科幻;英国;青春;2012;E4;Misfits;UK;,323.0,21.7,38.1,34.1,5.6,0.6, 英语
11594943,驯龙记 第一季 Dragons: Riders of Berk Season 1,Louie del Carmen,克里斯·桑德斯,杰伊·巴鲁切尔,喜剧;动画;,美国;,动画;美国;动画片;dreamworks;2012;喜剧;TV;电影;,171.0,28.7,40.9,28.1,2.3,0.0, 英语
1291543,功夫,周星驰,曾谨昌,周星驰,喜剧;动作;犯罪;奇幻;,中国;香港;,周星驰;喜剧;香港;香港电影;功夫;动作;搞笑;电影;,123092.0,14.5,40.1,38.9,5.6,1.0, 粤语 / 普通话
1291544,哈利·波特与阿兹卡班的囚徒 Harry Potter and the Prisoner of Azkaban,阿方索·卡隆,斯蒂芬·科洛弗,丹尼尔·雷德克里夫,悬疑;家庭;奇幻;冒险;,英国;美国;,哈利波特;魔幻;美国;HarryPotter;英国;美国电影;奇幻;电影;,88042.0,23.0,48.6,26.4,1.8,0.2, 英语
1291545,大鱼 Big Fish,蒂姆·波顿,Daniel Wallace,伊万·麦克格雷格,剧情;家庭;奇幻;冒险;,美国;,TimBurton;亲情;美国;魔幻;奇幻;童话;美国电影;剧情;,120302.0,51.1,37.6,10.4,0.7,0.1, 英语 / 法语 / 俄语 / 粤语 / 普通话
1291546,霸王别姬,陈凯歌,李碧华,张国荣,剧情;爱情;同性;音乐;战争;,中国大陆;香港;,经典;爱情;同志;中国电影;文艺;人性;人生;剧情;,248393.0,74.1,21.6,4.0,0.3,0.1, 汉语普通话
1291548,死亡诗社 Dead Poets Society,彼得·威尔,Tom Schulman,罗宾·威廉姆斯,剧情;,美国;,成长;美国;青春;励志;教育;死亡诗社;经典;RobinWilliams;,124800.0,54.4,35.3,9.5,0.6,0.1, 英语
1291549,放牛班的春天 Les choristes,克里斯托夫·巴拉蒂,克里斯托夫·巴拉蒂,杰拉尔·朱诺,剧情;音乐;,法国;德国;瑞士;,法国;音乐;放牛班的春天;成长;法国电影;经典;教育;剧情;,204826.0,63.7,30.9,5.2,0.2,0.0, 法语
1291550,天下无贼,冯小刚,王刚,刘德华,剧情;动作;犯罪;,中国;香港;,冯小刚;刘德华;刘若英;中国电影;葛优;喜剧;中国;大陆;,129986.0,13.8,47.2,34.9,3.5,0.6, 普通话
1291552,指环王3：王者无敌 The Lord of the Rings: The Return of the King,彼得·杰克逊,弗兰·威尔士,维果·莫腾森,剧情;动作;奇幻;冒险;,美国;新西兰;德国;,魔幻;史诗;美国;经典;科幻;战争;2003;新西兰;,126720.0,59.9,29.5,9.6,0.8,0.2, 英语 / 昆雅语 / 辛达林语
1291554,歌剧魅影 The Phantom of the Opera,乔·舒马赫,安德鲁·洛伊德·韦伯,杰拉德·巴特勒,剧情;爱情;惊悚;歌舞;,美国;英国;,音乐剧;歌剧魅影;爱情;美国;经典;歌剧;音乐;美国电影;,70612.0,42.1,41.3,15.1,1.2,0.2, 英语 / 法语 / 意大利语 / 西班牙语
1291555,2046,王家卫,王家卫,梁朝伟,剧情;爱情;科幻;奇幻;,香港;中国;法国;德国;,王家卫;梁朝伟;香港;2046;香港电影;王菲;爱情;电影;,68710.0,15.5,36.1,40.3,7.0,1.2, 粤语 / 汉语普通话 / 日语
1291557,花样年华 花樣年華,王家卫,王家卫,梁朝伟,剧情;爱情;,香港;法国;,王家卫;梁朝伟;张曼玉;香港;花样年华;爱情;香港电影;电影;,103556.0,30.7,47.7,19.8,1.5,0.3, 粤语 / 上海话
1291558,云上的日子 Al di là delle nuvole,米开朗基罗·安东尼奥尼,米开朗基罗·安东尼奥尼,约翰·马尔科维奇,剧情;爱情;,法国;意大利;德国;,安东尼奥尼;法国;云上的日子;法国电影;爱情;情色;意大利;Antonioni;,37656.0,23.7,45.1,27.9,2.8,0.4, 英语 / 法语 / 意大利
1291559,新桥恋人 Les amants du Pont-Neuf,莱奥·卡拉克斯,莱奥·卡拉克斯,朱丽叶·比诺什,剧情;爱情;,法国;,法国;茱丽叶·比诺什;爱情;法国电影;文艺;JulietteBinoche;新桥恋人;LeosCarax;,19947.0,31.5,45.5,20.3,2.2,0.4, 法语
1291560,龙猫 となりのトトロ,宫崎骏,宫崎骏,日高法子,动画;家庭;奇幻;冒险;,日本;,日本;动漫;经典;温情;童年;成长;1988;童话;,185339.0,64.3,29.4,6.0,0.2,0.1, 日语
1291561,千与千寻 千と千尋の神隠し,宫崎骏,宫崎骏,柊瑠美,剧情;动画;悬疑;奇幻;冒险;,日本;,动画;日本;动漫;经典;成长;卡通;2001;温情;,281140.0,62.4,30.8,6.5,0.3,0.1, 日语
1291562,黑暗中的舞者 Dancer in the Dark,拉斯·冯·提尔,拉斯·冯·提尔,比约克,剧情;歌舞;,丹麦;西班牙;阿根廷;德国;荷兰;意大利;美国;英国;法国;瑞典;芬兰;爱尔兰;挪威;,黑暗中的舞者;音乐;丹麦;比约克;经典;人性;剧情;文艺;,49115.0,44.8,36.7,14.9,2.5,1.1, 英语
1291565,疯狂约会美丽都 Les triplettes de Belleville,西维亚·乔迈,西维亚·乔迈,Béatrice Bonifassi,喜剧;动画;,法国;比利时;加拿大;英国;,动画;法国;法国动画;疯狂约会美丽都;法国电影;动画片;欧洲;animation;,29995.0,54.2,35.5,9.3,0.8,0.2, 法语 / 葡萄牙语
1291571,指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,彼得·杰克逊,弗兰·威尔士,伊利亚·伍德,剧情;动作;奇幻;冒险;,新西兰;美国;,魔幻;史诗;美国;经典;科幻;2001;大片;新西兰;,134888.0,55.3,33.3,10.4,0.7,0.2, 英语 / 辛达林语
1291572,指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,彼得·杰克逊,弗兰·威尔士,伊利亚·伍德,剧情;动作;奇幻;冒险;,美国;新西兰;德国;,魔幻;史诗;美国;经典;科幻;2002;战争;新西兰;,119655.0,54.7,33.4,10.9,0.8,0.2, 英语 / 辛达林语 / 古代英语
1291573,虫虫危机 A Bug's Life,约翰·拉塞特,安德鲁·斯坦顿,Dave Foley,喜剧;动画;家庭;冒险;,美国;,动画;美国;迪斯尼;pixar;动画片;DISNEY;美国电影;卡通;,38202.0,18.8,49.6,30.0,1.5,0.1, 英语
1291574,玩具总动员2 Toy Story 2,约翰·拉塞特,安德鲁·斯坦顿,汤姆·汉克斯,喜剧;动画;家庭;荒诞;,美国;,动画;美国;pixar;迪斯尼;DISNEY;动画片;美国电影;1999;,43508.0,20.0,48.9,29.1,1.8,0.2, 英语
1291575,玩具总动员 Toy Story,约翰·拉塞特,乔斯·韦登,汤姆·汉克斯,喜剧;动画;家庭;荒诞;,美国;,动画;美国;迪斯尼;pixar;玩具总动员;动画片;DISNEY;美国电影;,78035.0,23.3,49.0,25.9,1.6,0.2, 英语
1291577,超人总动员 The Incredibles,布拉德·伯德,布拉德·伯德,格雷格·T·尼尔森,喜剧;动作;动画;家庭;奇幻;冒险;,美国;,动画;美国;pixar;动画片;喜剧;超人总动员;美国电影;卡通;,82266.0,21.7,47.1,29.0,2.0,0.2, 英语 / 西班牙语 / 法语
1291578,冰川时代 Ice Age,卡洛斯·沙尔丹哈,迈克尔·伯格 ,雷·罗马诺,喜剧;动画;冒险;,美国;,动画;美国;喜剧;卡通;动漫;搞笑;经典;动画电影;,138671.0,32.9,49.7,16.4,0.9,0.1, 英语
1291579,"怪兽电力公司 Monsters, Inc.",彼特·道格特,安德鲁·斯坦顿,约翰·古德曼,喜剧;动画;家庭;奇幻;冒险;,美国;,动画;迪斯尼;美国;pixar;喜剧;动画片;美国电影;卡通;,90282.0,39.3,44.9,15.0,0.6,0.1, 英语
1291580,杀死比尔 Kill Bill: Vol. 1,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,乌玛·瑟曼,动作;惊悚;犯罪;,美国;,昆汀·塔伦蒂诺;暴力;美国;动作;QuentinTarantino;美国电影;昆汀;电影;,82553.0,28.8,44.7,22.5,3.2,0.8, 英语 / 日语 / 法语
1291581,怪物史瑞克 Shrek,安德鲁·亚当森,泰德·艾略特,麦克·梅尔斯,喜剧;动画;家庭;奇幻;冒险;,美国;,动画;梦工厂;美国;动画片;喜剧;美国电影;shrek;爱情;,81189.0,21.8,51.3,25.6,1.2,0.2, 英语
1291582,怪物史瑞克2 Shrek 2,安德鲁·亚当森,安德鲁·亚当森,麦克·梅尔斯,喜剧;动画;家庭;奇幻;冒险;,美国;,动画;美国;梦工厂;动画片;喜剧;shrek;美国电影;卡通;,47831.0,16.0,48.4,33.2,2.1,0.2, 英语
1291583,天空之城 天空の城ラピュタ,宫崎骏,宫崎骏,田中真弓,动作;爱情;动画;奇幻;冒险;,日本;,宫崎骏;动画;天空之城;日本;动漫;日本动画;宮崎駿;电影;,150492.0,56.6,35.1,8.0,0.3,0.0, 日语
1291584,杀死比尔2 Kill Bill: Vol. 2,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,乌玛·瑟曼,动作;惊悚;犯罪;,美国;,昆汀·塔伦蒂诺;暴力;美国;动作;QuentinTarantino;美国电影;昆汀;2004;,53991.0,22.2,44.6,28.8,3.6,0.8, 英语 / 汉语普通话 / 粤语 / 日语 / 西班牙语
1291585,风之谷 風の谷のナウシカ,宫崎骏,宫崎骏,岛本须美,动作;科幻;动画;奇幻;冒险;,日本;,宫崎骏;动画;日本;风之谷;日本动画;动漫;宮崎駿;电影;,84707.0,50.2,38.3,11.0,0.5,0.1, 日语
1291586,海底总动员 Finding Nemo,安德鲁·斯坦顿,安德鲁·斯坦顿,艾伯特·布鲁克斯,喜剧;动画;家庭;冒险;,美国;,动画;迪斯尼;美国;海底总动员;亲情;动画片;美国电影;卡通;,117091.0,26.5,51.4,21.3,0.8,0.1, 英语
1291588,岁月的童话 おもひでぽろぽろ,高畑勋,高畑勋,今井美树,剧情;动画;,日本;,宫崎骏;动画;日本;岁月的童话;高畑勋;吉卜力;日本动画;动漫;,34268.0,41.2,42.1,15.8,0.8,0.1, 德语 / 日语 / 匈牙利语
1291818,饮食男女 飲食男女,李安,李安,吴倩莲,剧情;爱情;家庭;,台湾;美国;,李安;台湾;台湾电影;家庭;饮食男女;伦理;张艾嘉;剧情;,52214.0,49.1,42.1,8.4,0.4,0.1, 汉语普通话
1291822,卢旺达饭店 Hotel Rwanda,特瑞·乔治,Keir Pearson,唐·钱德尔,剧情;惊悚;历史;战争;,英国;南非;意大利;美国;,战争;种族;人性;非洲;卢旺达饭店;经典;美国;历史;,45688.0,50.1,40.9,8.5,0.4,0.1, 英语 / 法语
1291824,黑鹰坠落 Black Hawk Down,雷德利·斯科特,Ken Nolan,乔什·哈奈特,剧情;动作;历史;战争;,美国;,战争;美国;索马里;美国电影;经典;RidleyScott;戰爭;2001;,51103.0,38.4,44.6,15.5,1.3,0.2, 英语 / 索马里语
1291828,天堂电影院 Nuovo cinema Paradiso,朱塞佩·托纳多雷,Carl Paoli,萨瓦特利·卡西欧,剧情;喜剧;爱情;,意大利;法国;,意大利;天堂电影院;经典;成长;托纳多雷;意大利电影;剧情;电影;,147643.0,64.9,28.5,6.1,0.4,0.1, 意大利语 / 英语 / 葡萄牙语
1291832,低俗小说 Pulp Fiction,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,乌玛·瑟曼,剧情;惊悚;犯罪;,美国;,QuentinTarantino;美国;黑色;昆汀;经典;低俗小说;美国电影;黑帮;,145040.0,51.7,36.7,10.5,0.9,0.2, 英语 / 西班牙语 / 法语
1291833,杯酒人生 Sideways,亚历山大·佩恩,亚历山大·佩恩,保罗·吉亚玛提,剧情;喜剧;爱情;,美国;,美国;杯酒人生;人生;美国电影;文艺;葡萄酒;剧情;生活;,22386.0,23.5,50.6,23.7,1.9,0.3, 英语 / 亚美尼亚语
1291835,迷失东京 Lost in Translation,索菲亚·科波拉,索菲亚·科波拉,斯嘉丽·约翰逊,剧情;爱情;,美国;日本;,美国;迷失东京;文艺;ScarlettJohansson;爱情;美国电影;日本;剧情;,81318.0,24.0,45.8,27.4,2.5,0.4, 英语 / 日语 / 德语 / 法语
1291836,戴珍珠耳环的少女 Girl with a Pearl Earring,彼得·韦柏 ,Olivia Hetreed,柯林·菲尔斯,剧情;爱情;传记;,英国;卢森堡;,英国;ScarlettJohansson;文艺;戴珍珠耳环的少女;英国电影;爱情;ColinFirth;艺术;,39148.0,18.5,51.4,28.2,1.6,0.2, 英语
1291838,红猪 紅の豚,宫崎骏,宫崎骏,森山周一郎,爱情;动画;奇幻;冒险;,日本;,宫崎骏;动画;日本;红猪;日本动画;动漫;电影;宮崎駿;,47441.0,35.1,43.5,20.0,1.2,0.1, 日语
1291840,走出非洲 Out of Africa,西德尼·波拉克,科特·路德特克,梅丽尔·斯特里普,剧情;爱情;传记;冒险;,美国;,爱情;走出非洲;美国;经典;MerylStreep;美国电影;非洲;剧情;,33465.0,41.5,43.8,13.7,0.9,0.1, 英语 / 斯瓦希里语
1291841,教父 The Godfather,弗朗西斯·福特·科波拉,马里奥·普佐,马龙·白兰度,剧情;惊悚;犯罪;,美国;,黑帮;教父;经典;美国;美国电影;犯罪;AlPacino;剧情;,151836.0,68.0,25.6,5.9,0.4,0.1, 英语 / 意大利语 / 拉丁语
1291842,当哈利遇到莎莉 When Harry Met Sally...,罗伯·莱纳,诺拉·艾芙隆,梅格·瑞恩,剧情;喜剧;爱情;,美国;,爱情;美国;Meg-Ryan;喜剧;美国电影;浪漫;经典;Megryan;,45342.0,30.5,48.6,19.7,1.0,0.2, 英语
1291843,黑客帝国 The Matrix,安迪·沃卓斯基,安迪·沃卓斯基,基努·李维斯,动作;科幻;冒险;,美国;澳大利亚;,科幻;美国;动作;黑客帝国;经典;哲学;1999;剧情;,125091.0,49.4,35.7,13.6,1.1,0.2, 英语
1291844,终结者2 Terminator 2: Judgment Day,詹姆斯·卡梅隆,詹姆斯·卡梅隆,阿诺·施瓦辛格,动作;科幻;惊悚;,美国;法国;,科幻;施瓦辛格;动作;美国;终结者;经典;美国电影;1991;,65524.0,41.2,41.3,16.5,0.8,0.1, 英语 / 西班牙语
1291847,十七岁的单车,王小帅,唐大年,崔林,剧情;,中国;台湾;,王小帅;青春;十七岁的单车;中国电影;成长;大陆;中国;电影;,55619.0,19.3,50.8,26.9,2.4,0.5, 汉语普通话
1291850,站台,贾樟柯,贾樟柯,王宏伟,剧情;历史;,中国;香港;日本;法国;,贾樟柯;大陆;文艺;中国电影;青春;站台;中国;电影;,18432.0,32.3,47.1,18.8,1.6,0.3, 汉语普通话 / 晋语
1291851,小武,贾樟柯,贾樟柯,王宏伟,剧情;,香港;中国大陆;,贾樟柯;小武;文艺;大陆;中国电影;中国;青春;电影;,32642.0,32.6,47.8,17.6,1.5,0.3, 晋语
1291853,英国病人 The English Patient,安东尼·明格拉,迈克尔·翁达杰,拉尔夫·费因斯,剧情;爱情;战争;,美国;英国;,爱情;经典;文艺;剧情;伦理;感动;1996;唯美;,97082.0,39.8,44.5,14.4,1.1,0.2, 英语 / 德语 / 意大利语 / 阿拉伯语
1291856,戏梦巴黎 The Dreamers,贝纳尔多·贝托鲁奇,Gilbert Adair,迈克尔·皮特,剧情;爱情;情色;历史;,法国;英国;意大利;,法国;情色;贝托鲁奇;文艺;青春;法国电影;BernardoBertolucci;电影;,38718.0,25.4,46.9,25.0,2.2,0.4, 英语 / 法语
1291858,鬼子来了,姜文,姜文,姜文,剧情;喜剧;战争;,中国;,姜文;人性;鬼子来了;战争;中国电影;中国;抗日;大陆;,94058.0,63.9,28.5,6.9,0.6,0.2, 汉语普通话 / 日语 / 唐山话
1291859,布拉格之恋 The Unbearable Lightness of Being,菲利普·考夫曼,让-克劳德·卡瑞尔,丹尼尔·戴-刘易斯,剧情;爱情;,美国;,布拉格之恋;爱情;茱丽叶·比诺什;文艺;法国;美国;经典;JulietteBinoche;,32482.0,29.5,48.9,19.7,1.6,0.3, 英语
1291868,情人 L'amant,让-雅克·阿诺,让-雅克·阿诺,珍·玛奇,剧情;爱情;传记;,法国;英国;越南;,杜拉斯;法国;情人;梁家辉;法国电影;爱情;情色;越南;,45525.0,25.1,49.6,23.6,1.5,0.2, 英语
1291869,本能 Basic Instinct,保罗·范霍文,乔·埃泽特哈斯,迈克尔·道格拉斯,爱情;悬疑;惊悚;情色;,美国;法国;,情色;悬疑;美国;本能;美国电影;惊悚;经典;剧情;,54885.0,16.7,48.2,32.0,2.7,0.4, 英语
1291870,雨人 Rain Man,巴瑞·莱文森,罗纳德·巴斯,达斯汀·霍夫曼,剧情;,美国;,亲情;美国;汤姆·克鲁斯;经典;雨人;人性;美国电影;剧情;,104900.0,41.0,47.5,11.0,0.4,0.1, 英语 / 意大利语
1291875,阳光灿烂的日子,姜文,姜文,夏雨,剧情;,中国;香港;,姜文;青春;阳光灿烂的日子;夏雨;中国电影;文革;经典;中国;,133982.0,48.1,40.2,10.9,0.6,0.2, 普通话
1291877,两生花 La double vie de Véronique,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基,伊莲娜·雅各布,剧情;爱情;音乐;奇幻;,法国;挪威;波兰;,基耶斯洛夫斯基;法国;两生花;文艺;法国电影;波兰;KrzysztofKieslowski;电影;,38619.0,39.7,41.8,16.7,1.6,0.2, 法语 / 波兰语 / 意大利语
1291879,罗生门 羅生門,黑泽明,黑泽明,三船敏郎,剧情;悬疑;犯罪;,日本;,黑泽明;日本;人性;经典;日本电影;罗生门;1950;剧情;,51226.0,47.8,39.4,11.6,1.0,0.2, 日语
1291990,爱在日落黄昏时 Before Sunset,理查德·林克莱特,理查德·林克莱特,伊桑·霍克,剧情;爱情;,美国;,爱情;美国;文艺;浪漫;经典;旅行;人生;2004;,80650.0,52.3,34.4,11.7,1.3,0.3, 英语 / 法语
1291992,末路狂花 Thelma &amp; Louise,雷德利·斯科特,卡莉·克里,吉娜·戴维斯,剧情;惊悚;犯罪;,美国;法国;,女性;公路;美国;美国电影;经典;剧情;1991;暴力;,40890.0,43.4,43.5,12.3,0.7,0.1, 英语
1291999,重庆森林 重慶森林,王家卫,王家卫,林青霞,剧情;喜剧;爱情;悬疑;,香港;,王家卫;重庆森林;王菲;梁朝伟;香港;香港电影;爱情;金城武;,143651.0,46.1,40.5,12.4,0.8,0.2, 粤语 / 汉语普通话 / 英语 / 日语
1292000,搏击俱乐部 Fight Club,大卫·芬奇,恰克·帕拉尼克,爱德华·诺顿,剧情;悬疑;惊悚;,美国;德国;,美国;心理;暴力;经典;悬疑;剧情;黑色;犯罪;,187526.0,63.1,29.2,6.9,0.6,0.2, 英语
1292001,海上钢琴师 La leggenda del pianista sull'oceano,朱塞佩·托纳多雷,亚利桑德罗·巴里克,蒂姆·罗斯,剧情;爱情;音乐;,意大利;,海上钢琴师;经典;音乐;意大利;人生;钢琴;意大利电影;剧情;,299764.0,67.2,26.8,5.4,0.4,0.1, 英语 / 法语
1292047,蓝白红三部曲之红 Trois couleurs: Rouge,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基,伊莲娜·雅各布,剧情;爱情;悬疑;,法国;波兰;瑞士;,基耶斯洛夫斯基;法国;文艺;法国电影;波兰;爱情;KrzysztofKieslowski;电影;,32272.0,47.8,40.5,11.0,0.6,0.1, 法语
1292048,蓝白红三部曲之蓝 Trois couleurs: Bleu,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基,朱丽叶·比诺什,剧情;爱情;悬疑;音乐;,法国;波兰;瑞士;,基耶斯洛夫斯基;法国;文艺;法国电影;JulietteBinoche;爱情;波兰;KrzysztofKieslowski;,38367.0,43.3,43.1,12.6,0.8,0.1, 法语 / 波兰语 / 罗马尼亚语
1292049,蓝白红三部曲之白 Trois couleurs: Blanc,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基,泽比纽·扎马洲斯基,剧情;喜剧;爱情;悬疑;,法国;波兰;瑞士;,基耶斯洛夫斯基;法国;文艺;法国电影;波兰;爱情;KrzysztofKieslowski;电影;,29619.0,39.0,47.3,13.0,0.7,0.1, 法语 / 波兰语
1292052,肖申克的救赎 The Shawshank Redemption,弗兰克·德拉邦特,弗兰克·德拉邦特,蒂姆·罗宾斯,剧情;犯罪;,美国;,经典;肖申克的救赎;励志;信念;自由;美国;人性;剧情;,393090.0,79.0,17.8,2.9,0.2,0.1, 英语
1292055,再见列宁 Good Bye Lenin!,沃尔夫冈·贝克 ,贝恩德·里希坦伯格,丹尼尔·布鲁赫,剧情;喜剧;爱情;家庭;,德国;,德国;德国电影;政治;亲情;历史;再见列宁;剧情;欧洲;,33921.0,46.7,43.2,9.6,0.4,0.1, 德语
1292056,蝴蝶 Le papillon,菲利普·穆伊尔,菲利普·穆伊尔,米歇尔·塞罗,剧情;喜剧;家庭;,法国;,法国电影;法国;温情;蝴蝶;亲情;儿童;生活;电影;,55693.0,42.8,45.5,11.1,0.4,0.1, 法语
1292062,美国丽人 American Beauty,萨姆·门德斯,艾伦·鲍尔,凯文·史派西,剧情;悬疑;同性;家庭;,美国;,美国;伦理;中年危机;美国电影;人性;剧情;美国丽人;经典;,91899.0,35.6,45.5,17.5,1.2,0.2, 英语
1292063,美丽人生 La vita è bella,罗伯托·贝尼尼,文森佐·克拉米,罗伯托·贝尼尼,剧情;爱情;家庭;战争;,意大利;,意大利;美丽人生;二战;经典;亲情;罗伯托·贝尼尼;战争;意大利电影;,176616.0,76.6,20.1,3.0,0.2,0.1, 意大利语 / 德语 / 英语
1292064,楚门的世界 The Truman Show,彼得·威尔,安德鲁·尼科尔,金·凯瑞,剧情;,美国;,人性;JimCarrey;美国;楚门的世界;经典;剧情;美国电影;喜剧;,181157.0,54.2,37.2,8.2,0.4,0.1, 英语
1292208,上帝之城 Cidade de Deus,费尔南多·梅里尔斯,Paulo Lins,Alexandre Rodrigues,剧情;犯罪;,巴西;法国;,巴西;暴力;犯罪;黑帮;上帝之城;巴西电影;青春;南美;,70977.0,55.5,36.0,7.9,0.5,0.1, 葡萄牙语
1292211,对她说 Hable con ella,佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,贾维尔·卡马拉,剧情;,西班牙;,西班牙;阿莫多瓦;爱情;西班牙电影;对她说;PedroAlmodóvar;阿尔莫多瓦;电影;,33647.0,44.9,42.6,11.7,0.7,0.1, 西班牙语
1292212,天使之城 City of Angels,布拉德·塞伯宁,Dana Stevens,尼古拉斯·凯奇,剧情;爱情;奇幻;,美国;德国;,爱情;尼古拉斯·凯奇;美国;天使之城;MegRyan;NicolasCage;美国电影;电影;,88734.0,27.8,47.4,22.7,1.9,0.3, 英语
1292213,西游记大结局之仙履奇缘,刘镇伟,刘镇伟,周星驰,喜剧;动作;爱情;奇幻;冒险;,香港;中国;,喜剧;经典;香港;爱情;大话西游;搞笑;电影;中国;,168542.0,58.5,30.5,10.1,0.7,0.2, 粤语 / 普通话
1292214,非常嫌疑犯 The Usual Suspects,布莱恩·辛格,Christopher McQuarrie,凯文·史派西,悬疑;惊悚;犯罪;,德国;美国;,悬疑;犯罪;美国;KevinSpacey;凯文·斯帕西;经典;美国电影;剧情;,49909.0,44.0,43.4,11.7,0.8,0.2, 英语 / 匈牙利语 / 西班牙语 / 法语
1292215,天使爱美丽 Le fabuleux destin d'Amélie Poulain,让-皮埃尔·热内,Guillaume Laurant,奥黛丽·塔图,喜剧;爱情;奇幻;,法国;德国;,法国;天使爱美丽;奥黛丽·塔图;法国电影;经典;爱情;喜剧;电影;,260344.0,55.5,33.6,10.0,0.7,0.2, 法语
1292217,穆赫兰道 Mulholland Dr.,大卫·林奇,大卫·林奇,娜奥米·沃茨,剧情;悬疑;惊悚;同性;,法国;美国;,悬疑;大卫·林奇;美国;心理;经典;DavidLynch;美国电影;David_Lynch;,102454.0,46.2,36.9,13.8,2.1,1.1, 英语 / 西班牙语
1292218,中央车站 Central do Brasil,沃尔特·塞勒斯,Marcos Bernstein,费尔兰德·蒙特纳哥,剧情;,巴西;法国;,巴西;人性;中央车站;成长;巴西电影;经典;剧情;1998;,42572.0,46.7,43.9,8.9,0.4,0.1, 葡萄牙语 / 德语
